m,m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall
20, 25, 40, 30, 1, heuristic, 12919, 32, 57479731, 192592, 0.9872
20, 25, 40, 35, 1, heuristic, 13016, 32, 58091179, 193706, 0.9876
20, 25, 40, 40, 1, heuristic, 13412, 32, 59896133, 192544, 0.9876
20, 25, 40, 45, 1, heuristic, 13472, 33, 60142952, 196428, 0.9862
20, 25, 40, 50, 1, heuristic, 13768, 32, 61389093, 191704, 0.9878
20, 25, 40, 55, 1, heuristic, 14025, 32, 62331154, 194964, 0.9877
20, 25, 40, 60, 1, heuristic, 14100, 32, 62782024, 191950, 0.9875
20, 25, 40, 65, 1, heuristic, 14289, 33, 63800834, 195492, 0.9776
20, 25, 40, 70, 1, heuristic, 14343, 32, 64125076, 193904, 0.9878
20, 25, 40, 75, 1, heuristic, 14712, 32, 65634628, 195038, 0.9877
20, 25, 40, 80, 1, heuristic, 14792, 32, 66025544, 194092, 0.9878
20, 25, 40, 85, 1, heuristic, 14855, 32, 66050299, 194500, 0.988
20, 25, 40, 90, 1, heuristic, 15104, 32, 66918033, 194826, 0.9781
20, 25, 40, 95, 1, heuristic, 15368, 32, 68149192, 195266, 0.9879
20, 25, 45, 5, 1, heuristic, 11937, 32, 50916489, 191444, 0.9643
20, 25, 45, 10, 1, heuristic, 11803, 33, 51403904, 196726, 0.981
20, 25, 45, 15, 1, heuristic, 12127, 33, 53251086, 198962, 0.9842
20, 25, 45, 20, 1, heuristic, 12340, 33, 54260518, 200626, 0.9878
20, 25, 45, 25, 1, heuristic, 12489, 33, 55330952, 201648, 0.9878
20, 25, 45, 30, 1, heuristic, 13141, 35, 57570972, 202388, 0.989
20, 25, 45, 35, 1, heuristic, 13062, 34, 57834259, 202702, 0.9893
20, 25, 45, 40, 1, heuristic, 13519, 34, 59710556, 204366, 0.9893
20, 25, 45, 45, 1, heuristic, 13663, 34, 59800295, 202016, 0.9896
20, 25, 45, 50, 1, heuristic, 13706, 33, 60372358, 202258, 0.9898
20, 25, 45, 55, 1, heuristic, 13946, 34, 61296782, 203222, 0.9901
20, 25, 45, 60, 1, heuristic, 14149, 33, 62469410, 202748, 0.99
20, 25, 45, 65, 1, heuristic, 14428, 34, 63378857, 202092, 0.9896
20, 25, 45, 70, 1, heuristic, 14590, 36, 64273346, 202806, 0.9901
20, 25, 45, 75, 1, heuristic, 14655, 33, 64773635, 200796, 0.9795
20, 25, 45, 80, 1, heuristic, 14842, 33, 65082670, 198854, 0.99
20, 25, 45, 85, 1, heuristic, 15073, 34, 66345044, 203488, 0.99
20, 25, 45, 90, 1, heuristic, 15069, 33, 66459325, 201272, 0.99
20, 25, 45, 95, 1, heuristic, 15390, 33, 67449731, 199664, 0.99
20, 30, 5, 5, 1, heuristic, 4483, 9, 19430614, 58482, 0.1659
20, 30, 5, 10, 1, heuristic, 4862, 10, 21566614, 60552, 0.2217
20, 30, 5, 15, 1, heuristic, 5167, 10, 22918755, 62942, 0.2009
20, 30, 5, 20, 1, heuristic, 5433, 11, 23832115, 66106, 0.2419
20, 30, 5, 25, 1, heuristic, 5355, 11, 23544684, 65214, 0.2654
20, 30, 5, 30, 1, heuristic, 5430, 11, 24131820, 67310, 0.2607
20, 30, 5, 35, 1, heuristic, 5690, 11, 25104786, 65732, 0.2498
20, 30, 5, 40, 1, heuristic, 5980, 11, 26156323, 66822, 0.2794
20, 30, 5, 45, 1, heuristic, 5797, 10, 25559768, 64876, 0.2971
20, 30, 5, 50, 1, heuristic, 5925, 11, 26066929, 67200, 0.2621
20, 30, 5, 55, 1, heuristic, 5910, 11, 25988757, 66750, 0.2905
20, 30, 5, 60, 1, heuristic, 5954, 11, 26239683, 65882, 0.2676
20, 30, 5, 65, 1, heuristic, 6069, 10, 26656484, 62700, 0.2899
20, 30, 5, 70, 1, heuristic, 6162, 11, 27078495, 67386, 0.2582
20, 30, 5, 75, 1, heuristic, 6351, 12, 27811549, 68828, 0.2797
20, 30, 5, 80, 1, heuristic, 6317, 12, 27744666, 69488, 0.3152
20, 30, 5, 85, 1, heuristic, 6443, 11, 28248860, 69676, 0.2934
20, 30, 5, 90, 1, heuristic, 6417, 12, 28344768, 71676, 0.3307
20, 30, 5, 95, 1, heuristic, 6563, 12, 28856758, 69410, 0.3187
20, 30, 10, 5, 1, heuristic, 6021, 16, 26914603, 93822, 0.5883
20, 30, 10, 10, 1, heuristic, 6507, 17, 29205004, 99568, 0.6385
20, 30, 10, 15, 1, heuristic, 6620, 17, 30022198, 99336, 0.6493
20, 30, 10, 20, 1, heuristic, 6963, 17, 31273624, 98812, 0.6706
20, 30, 10, 25, 1, heuristic, 7152, 17, 32167536, 99750, 0.6947
20, 30, 10, 30, 1, heuristic, 7575, 17, 32621432, 100478, 0.6973
20, 30, 10, 35, 1, heuristic, 7610, 17, 34336804, 100368, 0.7094
20, 30, 10, 40, 1, heuristic, 7536, 17, 34317046, 102760, 0.7123
20, 30, 10, 45, 1, heuristic, 7644, 17, 34492448, 100556, 0.716
20, 30, 10, 50, 1, heuristic, 7883, 17, 35734871, 101726, 0.7287
20, 30, 10, 55, 1, heuristic, 7847, 17, 35643168, 100870, 0.7322
20, 30, 10, 60, 1, heuristic, 8014, 17, 36159002, 100658, 0.7383
20, 30, 10, 65, 1, heuristic, 8334, 17, 37327153, 100046, 0.7414
20, 30, 10, 70, 1, heuristic, 8380, 17, 37655319, 102916, 0.7477
20, 30, 10, 75, 1, heuristic, 8497, 18, 37996050, 100808, 0.752
20, 30, 10, 80, 1, heuristic, 9586, 20, 38693558, 102982, 0.7497
20, 30, 10, 85, 1, heuristic, 9971, 20, 38770808, 101294, 0.7417
20, 30, 10, 90, 1, heuristic, 10214, 22, 39123210, 104686, 0.7568
20, 30, 10, 95, 1, heuristic, 10208, 22, 38308234, 100364, 0.7586
20, 30, 15, 5, 1, heuristic, 9444, 23, 35207482, 116552, 0.7454
20, 30, 15, 10, 1, heuristic, 9729, 24, 36640089, 116656, 0.7701
20, 30, 15, 15, 1, heuristic, 10003, 24, 38405052, 119830, 0.794
20, 30, 15, 20, 1, heuristic, 10279, 25, 39998034, 120790, 0.8104
20, 30, 15, 25, 1, heuristic, 10175, 22, 40749135, 117992, 0.8198
20, 30, 15, 30, 1, heuristic, 9654, 22, 42161773, 119896, 0.8437
20, 30, 15, 35, 1, heuristic, 9611, 21, 42603141, 124328, 0.847
20, 30, 15, 40, 1, heuristic, 9509, 21, 43077873, 122282, 0.8516
20, 30, 15, 45, 1, heuristic, 9928, 21, 44841163, 122462, 0.8575
20, 30, 15, 50, 1, heuristic, 10069, 21, 45530563, 124178, 0.855
20, 30, 15, 55, 1, heuristic, 10074, 21, 45515582, 123134, 0.8599
20, 30, 15, 60, 1, heuristic, 10175, 21, 45848231, 122938, 0.8578
20, 30, 15, 65, 1, heuristic, 10473, 21, 47054865, 122470, 0.8617
20, 30, 15, 70, 1, heuristic, 10421, 21, 47043798, 122784, 0.868
20, 30, 15, 75, 1, heuristic, 10730, 22, 47845004, 124338, 0.8735
20, 30, 15, 80, 1, heuristic, 10721, 21, 48295272, 121244, 0.8638
20, 30, 15, 85, 1, heuristic, 11036, 21, 49263976, 125336, 0.8749
20, 30, 15, 90, 1, heuristic, 11038, 21, 49273950, 126886, 0.8762
20, 30, 15, 95, 1, heuristic, 11169, 21, 49972395, 125632, 0.8791
20, 30, 20, 5, 1, heuristic, 10060, 23, 44000271, 135342, 0.8229
20, 30, 20, 10, 1, heuristic, 10477, 22, 46413898, 133744, 0.8528
20, 30, 20, 15, 1, heuristic, 10931, 23, 48813150, 137856, 0.8679
20, 30, 20, 20, 1, heuristic, 10882, 23, 48719114, 136142, 0.8756
20, 30, 20, 25, 1, heuristic, 11580, 24, 51570503, 140870, 0.8917
20, 30, 20, 30, 1, heuristic, 11468, 23, 51616411, 138726, 0.8909
20, 30, 20, 35, 1, heuristic, 11702, 23, 52774676, 139272, 0.8998
20, 30, 20, 40, 1, heuristic, 11931, 23, 54100402, 140522, 0.9079
20, 30, 20, 45, 1, heuristic, 12062, 24, 54707819, 141938, 0.9131
20, 30, 20, 50, 1, heuristic, 12268, 23, 55637460, 137870, 0.9047
20, 30, 20, 55, 1, heuristic, 12379, 24, 56167046, 141726, 0.9156
20, 30, 20, 60, 1, heuristic, 12498, 24, 56790221, 141068, 0.9179
20, 30, 20, 65, 1, heuristic, 12773, 24, 57559085, 140836, 0.918
20, 30, 20, 70, 1, heuristic, 12956, 24, 58583161, 144152, 0.9208
20, 30, 20, 75, 1, heuristic, 12816, 23, 57825005, 140700, 0.9267
20, 30, 20, 80, 1, heuristic, 13051, 23, 58837199, 140112, 0.9252
20, 30, 20, 85, 1, heuristic, 13381, 23, 59997703, 140768, 0.9262
20, 30, 20, 90, 1, heuristic, 13427, 23, 60451399, 140266, 0.9268
20, 30, 20, 95, 1, heuristic, 13608, 24, 61121494, 142682, 0.927
20, 30, 25, 5, 1, heuristic, 10780, 25, 47359765, 146128, 0.8695
20, 30, 25, 10, 1, heuristic, 16890, 42, 50455763, 153656, 0.8978
20, 30, 25, 15, 1, heuristic, 17402, 42, 51369544, 155106, 0.9215
20, 30, 25, 20, 1, heuristic, 107708, 28, 53171146, 155632, 0.9332
20, 30, 25, 25, 1, heuristic, 12313, 26, 54382427, 157180, 0.9375
20, 30, 25, 30, 1, heuristic, 12421, 26, 55811733, 157406, 0.9417
20, 30, 25, 35, 1, heuristic, 12512, 27, 56572021, 156636, 0.9449
20, 30, 25, 40, 1, heuristic, 172580, 30, 57415644, 157192, 0.9518
20, 30, 25, 45, 1, heuristic, 13065, 27, 59029076, 159832, 0.95
20, 30, 25, 50, 1, heuristic, 13062, 26, 59080564, 156074, 0.9516
20, 30, 25, 55, 1, heuristic, 13292, 26, 59896430, 157410, 0.9535
20, 30, 25, 60, 1, heuristic, 13550, 28, 60793557, 158548, 0.944
20, 30, 25, 65, 1, heuristic, 13614, 26, 61231817, 159328, 0.9549
20, 30, 25, 70, 1, heuristic, 13890, 26, 62353052, 158458, 0.9566
20, 30, 25, 75, 1, heuristic, 13899, 26, 61998624, 156062, 0.9567
20, 30, 25, 80, 1, heuristic, 13813, 26, 61702814, 154868, 0.9579
20, 30, 25, 85, 1, heuristic, 14381, 26, 64283684, 158332, 0.9578
20, 30, 25, 90, 1, heuristic, 14384, 26, 64053919, 155410, 0.9588
20, 30, 25, 95, 1, heuristic, 14303, 27, 63875029, 158348, 0.958
20, 30, 30, 5, 1, heuristic, 11405, 27, 49562326, 163140, 0.9226
20, 30, 30, 10, 1, heuristic, 11725, 27, 51829102, 167520, 0.9439
20, 30, 30, 15, 1, heuristic, 12207, 28, 54055628, 168034, 0.954
20, 30, 30, 20, 1, heuristic, 12405, 29, 54954448, 173050, 0.96
20, 30, 30, 25, 1, heuristic, 12494, 29, 55751265, 171666, 0.9648
20, 30, 30, 30, 1, heuristic, 12807, 29, 57111986, 171632, 0.966
20, 30, 30, 35, 1, heuristic, 13022, 29, 58118807, 173700, 0.9671
20, 30, 30, 40, 1, heuristic, 13183, 28, 58692725, 168734, 0.9584
20, 30, 30, 45, 1, heuristic, 13382, 31, 59741956, 174138, 0.9693
20, 30, 30, 50, 1, heuristic, 13679, 29, 61128454, 174724, 0.9705
20, 30, 30, 55, 1, heuristic, 13839, 28, 61627998, 171016, 0.9708
20, 30, 30, 60, 1, heuristic, 14060, 29, 62659976, 174696, 0.9711
20, 30, 30, 65, 1, heuristic, 14149, 28, 62671757, 172596, 0.9721
20, 30, 30, 70, 1, heuristic, 14282, 32, 63461656, 173736, 0.972
20, 30, 30, 75, 1, heuristic, 14381, 29, 63792693, 172840, 0.9714
20, 30, 30, 80, 1, heuristic, 14678, 29, 64974067, 174536, 0.9723
20, 30, 30, 85, 1, heuristic, 14747, 29, 65094599, 173018, 0.9628
20, 30, 30, 90, 1, heuristic, 14891, 29, 66185527, 175090, 0.9731
20, 30, 30, 95, 1, heuristic, 15147, 29, 66625453, 171312, 0.9736
20, 30, 35, 5, 1, heuristic, 11995, 33, 51155778, 175726, 0.9421
20, 30, 35, 10, 1, heuristic, 12028, 30, 52613103, 181302, 0.9642
20, 30, 35, 15, 1, heuristic, 12238, 31, 53919161, 181104, 0.9728
20, 30, 35, 20, 1, heuristic, 12389, 30, 55356622, 183854, 0.9771
20, 30, 35, 25, 1, heuristic, 12722, 31, 56697900, 187632, 0.9788
20, 30, 35, 30, 1, heuristic, 13060, 31, 57929140, 183778, 0.98
20, 30, 35, 35, 1, heuristic, 13247, 30, 59030496, 184832, 0.9802
20, 30, 35, 40, 1, heuristic, 13736, 31, 60628577, 189040, 0.9806
20, 30, 35, 45, 1, heuristic, 13823, 31, 61586942, 186204, 0.9811
20, 30, 35, 50, 1, heuristic, 13657, 31, 60640239, 185446, 0.9804
20, 30, 35, 55, 1, heuristic, 13919, 31, 62118091, 185924, 0.9807
20, 30, 35, 60, 1, heuristic, 14179, 31, 63009243, 186404, 0.982
20, 30, 35, 65, 1, heuristic, 14431, 31, 64137410, 187176, 0.9829
20, 30, 35, 70, 1, heuristic, 14666, 31, 65330488, 189216, 0.9824
20, 30, 35, 75, 1, heuristic, 14778, 31, 65430678, 188318, 0.9821
20, 30, 35, 80, 1, heuristic, 14848, 31, 65560206, 186360, 0.9828
20, 30, 35, 85, 1, heuristic, 15047, 31, 66764701, 186194, 0.9825
20, 30, 35, 90, 1, heuristic, 15280, 31, 67291108, 189078, 0.9832
20, 30, 35, 95, 1, heuristic, 15286, 31, 67576752, 185954, 0.973
20, 30, 40, 5, 1, heuristic, 11987, 31, 51238452, 186930, 0.9554
20, 30, 40, 10, 1, heuristic, 12214, 32, 53298530, 194350, 0.9667
20, 30, 40, 15, 1, heuristic, 12392, 32, 54422034, 195354, 0.9772
20, 30, 40, 20, 1, heuristic, 12706, 32, 55693341, 195696, 0.9844
20, 30, 40, 25, 1, heuristic, 12710, 32, 56151456, 196258, 0.9863
20, 30, 40, 30, 1, heuristic, 13058, 33, 57446487, 196842, 0.9872
20, 30, 40, 35, 1, heuristic, 13408, 32, 59146725, 198640, 0.9873
20, 30, 40, 40, 1, heuristic, 13464, 33, 59616670, 198194, 0.9767
20, 30, 40, 45, 1, heuristic, 13962, 33, 61351396, 201750, 0.9769
20, 30, 40, 50, 1, heuristic, 13974, 33, 61870684, 198870, 0.9873
20, 30, 40, 55, 1, heuristic, 14166, 33, 62697169, 197364, 0.9873
20, 30, 40, 60, 1, heuristic, 14361, 33, 63368143, 198124, 0.9876
20, 30, 40, 65, 1, heuristic, 14393, 32, 63635535, 198766, 0.9869
20, 30, 40, 70, 1, heuristic, 14882, 33, 64825707, 197720, 0.9783
20, 30, 40, 75, 1, heuristic, 15080, 33, 65655304, 200046, 0.9879
20, 30, 40, 80, 1, heuristic, 15169, 33, 66283790, 199528, 0.9877
20, 30, 40, 85, 1, heuristic, 15396, 33, 66854239, 200860, 0.9879
20, 30, 40, 90, 1, heuristic, 15483, 33, 68030183, 200934, 0.988
20, 30, 40, 95, 1, heuristic, 15618, 33, 67959133, 200616, 0.9879
20, 30, 45, 5, 1, heuristic, 12127, 33, 51596175, 197706, 0.9647
20, 30, 45, 10, 1, heuristic, 12165, 34, 52282997, 200820, 0.98
20, 30, 45, 15, 1, heuristic, 12307, 35, 53161975, 204776, 0.9853
20, 30, 45, 20, 1, heuristic, 12608, 34, 55222719, 207198, 0.9869
20, 30, 45, 25, 1, heuristic, 12979, 34, 56558209, 204986, 0.9786
20, 30, 45, 30, 1, heuristic, 13069, 34, 57767054, 209296, 0.9881
20, 30, 45, 35, 1, heuristic, 13306, 34, 58486384, 206574, 0.989
20, 30, 45, 40, 1, heuristic, 13726, 34, 59995068, 207804, 0.9896
20, 30, 45, 45, 1, heuristic, 13879, 35, 61205214, 206860, 0.9898
20, 30, 45, 50, 1, heuristic, 13899, 34, 61108640, 204976, 0.9899
20, 30, 45, 55, 1, heuristic, 14318, 34, 62669509, 205970, 0.9894
20, 30, 45, 60, 1, heuristic, 14562, 34, 63745114, 208674, 0.9901
20, 30, 45, 65, 1, heuristic, 14739, 34, 64630086, 207038, 0.9902
20, 30, 45, 70, 1, heuristic, 14840, 34, 65368683, 209004, 0.99
20, 30, 45, 75, 1, heuristic, 15057, 34, 65431545, 206944, 0.9901
20, 30, 45, 80, 1, heuristic, 14872, 34, 65918417, 205836, 0.9901
20, 30, 45, 85, 1, heuristic, 14948, 34, 66062603, 206420, 0.99
20, 30, 45, 90, 1, heuristic, 15281, 34, 67407342, 207166, 0.9901
20, 30, 45, 95, 1, heuristic, 15335, 34, 67453775, 208082, 0.9892
20, 35, 5, 5, 1, heuristic, 4326, 9, 19194462, 61750, 0.146
20, 35, 5, 10, 1, heuristic, 5094, 11, 21886208, 64948, 0.1995
20, 35, 5, 15, 1, heuristic, 5239, 12, 23106785, 64158, 0.2219
20, 35, 5, 20, 1, heuristic, 5343, 11, 23949044, 68192, 0.228
20, 35, 5, 25, 1, heuristic, 5365, 11, 23910202, 69072, 0.232
20, 35, 5, 30, 1, heuristic, 5623, 12, 25135129, 69018, 0.266
20, 35, 5, 35, 1, heuristic, 5687, 11, 25266176, 68708, 0.2605
20, 35, 5, 40, 1, heuristic, 5825, 11, 25848143, 68268, 0.2624
20, 35, 5, 45, 1, heuristic, 5806, 12, 25781598, 69744, 0.2572
20, 35, 5, 50, 1, heuristic, 5923, 12, 26256438, 70814, 0.2834
20, 35, 5, 55, 1, heuristic, 6113, 12, 26992562, 72540, 0.2853
20, 35, 5, 60, 1, heuristic, 6187, 12, 27385888, 74660, 0.2893
20, 35, 5, 65, 1, heuristic, 6072, 12, 26566765, 73470, 0.306
20, 35, 5, 70, 1, heuristic, 6154, 12, 26961634, 69636, 0.2947
20, 35, 5, 75, 1, heuristic, 6430, 12, 28026940, 71398, 0.2977
20, 35, 5, 80, 1, heuristic, 6362, 12, 27708977, 70854, 0.2882
20, 35, 5, 85, 1, heuristic, 6640, 12, 28849266, 75070, 0.3039
20, 35, 5, 90, 1, heuristic, 6593, 12, 28623165, 72620, 0.2929
20, 35, 5, 95, 1, heuristic, 6765, 13, 29472618, 75696, 0.3447
20, 35, 10, 5, 1, heuristic, 6185, 17, 27241324, 97976, 0.5938
20, 35, 10, 10, 1, heuristic, 6629, 18, 29397976, 101024, 0.6256
20, 35, 10, 15, 1, heuristic, 6776, 17, 30122025, 101608, 0.6556
20, 35, 10, 20, 1, heuristic, 6970, 18, 31323108, 104500, 0.6723
20, 35, 10, 25, 1, heuristic, 7171, 17, 31987323, 102520, 0.6859
20, 35, 10, 30, 1, heuristic, 7306, 18, 33020025, 103818, 0.6911
20, 35, 10, 35, 1, heuristic, 7456, 18, 33401773, 104014, 0.7106
20, 35, 10, 40, 1, heuristic, 7567, 17, 33885285, 101388, 0.719
20, 35, 10, 45, 1, heuristic, 7743, 18, 34702214, 106356, 0.7324
20, 35, 10, 50, 1, heuristic, 7931, 18, 35491135, 106050, 0.7358
20, 35, 10, 55, 1, heuristic, 8020, 18, 35979955, 104222, 0.737
20, 35, 10, 60, 1, heuristic, 8124, 18, 36413215, 103962, 0.7401
20, 35, 10, 65, 1, heuristic, 8404, 18, 37518872, 105162, 0.7401
20, 35, 10, 70, 1, heuristic, 8398, 18, 37607299, 105748, 0.7395
20, 35, 10, 75, 1, heuristic, 8644, 18, 38307405, 106522, 0.757
20, 35, 10, 80, 1, heuristic, 8765, 18, 38776622, 107008, 0.7555
20, 35, 10, 85, 1, heuristic, 8534, 18, 37868432, 106406, 0.7568
20, 35, 10, 90, 1, heuristic, 8884, 18, 39113211, 107064, 0.7543
20, 35, 10, 95, 1, heuristic, 8967, 18, 39632599, 106410, 0.7612
20, 35, 15, 5, 1, heuristic, 8200, 20, 35916512, 117924, 0.7456
20, 35, 15, 10, 1, heuristic, 8367, 20, 36836593, 120848, 0.7777
20, 35, 15, 15, 1, heuristic, 8734, 21, 38884776, 123442, 0.8014
20, 35, 15, 20, 1, heuristic, 8931, 21, 39334834, 122522, 0.813
20, 35, 15, 25, 1, heuristic, 9207, 21, 41129202, 126008, 0.8334
20, 35, 15, 30, 1, heuristic, 14788, 28, 42118507, 127278, 0.8348
20, 35, 15, 35, 1, heuristic, 10336, 26, 43079354, 126486, 0.8444
20, 35, 15, 40, 1, heuristic, 10372, 24, 43064799, 126256, 0.8545
20, 35, 15, 45, 1, heuristic, 10600, 27, 44197877, 125756, 0.8601
20, 35, 15, 50, 1, heuristic, 10887, 28, 45221693, 128098, 0.8463
20, 35, 15, 55, 1, heuristic, 10485, 23, 45379089, 126868, 0.8601
20, 35, 15, 60, 1, heuristic, 10739, 24, 46312184, 127144, 0.8651
20, 35, 15, 65, 1, heuristic, 10951, 24, 46854837, 126388, 0.8516
20, 35, 15, 70, 1, heuristic, 11184, 24, 47548778, 127794, 0.8716
20, 35, 15, 75, 1, heuristic, 11542, 25, 47775203, 127262, 0.868
20, 35, 15, 80, 1, heuristic, 11847, 27, 49214331, 128444, 0.8706
20, 35, 15, 85, 1, heuristic, 11674, 31, 49210911, 131608, 0.878
20, 35, 15, 90, 1, heuristic, 11641, 24, 50191601, 127098, 0.8744
20, 35, 15, 95, 1, heuristic, 11674, 25, 49918512, 128378, 0.8746
20, 35, 20, 5, 1, heuristic, 10405, 26, 43664017, 134352, 0.8113
20, 35, 20, 10, 1, heuristic, 11112, 28, 47387804, 138216, 0.8603
20, 35, 20, 15, 1, heuristic, 11319, 28, 48584308, 142566, 0.8744
20, 35, 20, 20, 1, heuristic, 11626, 28, 49843570, 142818, 0.8781
20, 35, 20, 25, 1, heuristic, 11970, 26, 51436663, 142280, 0.8959
20, 35, 20, 30, 1, heuristic, 12322, 28, 52697199, 144734, 0.9005
20, 35, 20, 35, 1, heuristic, 12221, 27, 52408533, 142714, 0.9003
20, 35, 20, 40, 1, heuristic, 12575, 29, 53986686, 145688, 0.9089
20, 35, 20, 45, 1, heuristic, 12945, 27, 55535014, 144710, 0.9109
20, 35, 20, 50, 1, heuristic, 12837, 28, 55213414, 142744, 0.9117
20, 35, 20, 55, 1, heuristic, 13062, 27, 55182404, 145756, 0.9146
20, 35, 20, 60, 1, heuristic, 13264, 27, 57165722, 146438, 0.9205
20, 35, 20, 65, 1, heuristic, 13307, 26, 57163475, 147026, 0.9182
20, 35, 20, 70, 1, heuristic, 13947, 28, 58324786, 146176, 0.9226
20, 35, 20, 75, 1, heuristic, 13803, 27, 58803541, 143876, 0.9261
20, 35, 20, 80, 1, heuristic, 14034, 30, 59663165, 147706, 0.9258
20, 35, 20, 85, 1, heuristic, 14316, 31, 60645496, 146932, 0.9257
20, 35, 20, 90, 1, heuristic, 14271, 28, 60525810, 143234, 0.9075
20, 35, 20, 95, 1, heuristic, 14603, 32, 61294510, 145188, 0.927
20, 35, 25, 5, 1, heuristic, 11389, 31, 47326391, 151754, 0.8776
20, 35, 25, 10, 1, heuristic, 12022, 31, 50271898, 155824, 0.9062
20, 35, 25, 15, 1, heuristic, 12101, 31, 51175138, 157428, 0.9246
20, 35, 25, 20, 1, heuristic, 12475, 29, 52982574, 158596, 0.9313
20, 35, 25, 25, 1, heuristic, 12904, 35, 54573209, 160508, 0.9389
20, 35, 25, 30, 1, heuristic, 13032, 30, 55436592, 162074, 0.9434
20, 35, 25, 35, 1, heuristic, 13301, 34, 56647378, 161320, 0.9466
20, 35, 25, 40, 1, heuristic, 13596, 31, 57605530, 160860, 0.9493
20, 35, 25, 45, 1, heuristic, 13473, 29, 57739899, 157218, 0.9518
20, 35, 25, 50, 1, heuristic, 13803, 32, 59090468, 163200, 0.9522
20, 35, 25, 55, 1, heuristic, 13942, 30, 59435453, 160512, 0.9536
20, 35, 25, 60, 1, heuristic, 14351, 30, 61535402, 163984, 0.9539
20, 35, 25, 65, 1, heuristic, 14312, 34, 60993750, 162608, 0.955
20, 35, 25, 70, 1, heuristic, 14516, 30, 62144648, 160398, 0.9558
20, 35, 25, 75, 1, heuristic, 14635, 31, 62829481, 161746, 0.9578
20, 35, 25, 80, 1, heuristic, 15144, 31, 63001152, 162132, 0.9576
20, 35, 25, 85, 1, heuristic, 14955, 35, 63585264, 164138, 0.9574
20, 35, 25, 90, 1, heuristic, 15455, 30, 64822557, 166994, 0.958
20, 35, 25, 95, 1, heuristic, 15298, 29, 64344928, 162710, 0.957
20, 35, 30, 5, 1, heuristic, 12295, 31, 50162292, 167118, 0.9178
20, 35, 30, 10, 1, heuristic, 12287, 30, 51278849, 170046, 0.9447
20, 35, 30, 15, 1, heuristic, 12747, 32, 53620878, 171778, 0.9553
20, 35, 30, 20, 1, heuristic, 13018, 32, 54502187, 170260, 0.9601
20, 35, 30, 25, 1, heuristic, 13437, 34, 56124685, 179482, 0.9655
20, 35, 30, 30, 1, heuristic, 13407, 33, 57391870, 174616, 0.9554
20, 35, 30, 35, 1, heuristic, 13747, 31, 58585182, 173900, 0.9679
20, 35, 30, 40, 1, heuristic, 13846, 31, 59227921, 175792, 0.9675
20, 35, 30, 45, 1, heuristic, 14007, 32, 59635890, 175106, 0.9597
20, 35, 30, 50, 1, heuristic, 14465, 32, 61335086, 178802, 0.9704
20, 35, 30, 55, 1, heuristic, 14284, 32, 61387169, 176832, 0.9704
20, 35, 30, 60, 1, heuristic, 14596, 32, 62113107, 176134, 0.9712
20, 35, 30, 65, 1, heuristic, 14721, 32, 62912448, 178658, 0.9723
20, 35, 30, 70, 1, heuristic, 15032, 34, 63777314, 178810, 0.972
20, 35, 30, 75, 1, heuristic, 15412, 32, 64819110, 177900, 0.9721
20, 35, 30, 80, 1, heuristic, 15178, 34, 64691839, 178398, 0.9725
20, 35, 30, 85, 1, heuristic, 15652, 35, 66004591, 179142, 0.973
20, 35, 30, 90, 1, heuristic, 15705, 32, 66295585, 180112, 0.9731
20, 35, 30, 95, 1, heuristic, 15614, 31, 66430558, 178060, 0.9734
20, 35, 35, 5, 1, heuristic, 12304, 36, 51195782, 182092, 0.9448
20, 35, 35, 10, 1, heuristic, 12568, 35, 52646611, 186408, 0.9647
20, 35, 35, 15, 1, heuristic, 13006, 38, 54445404, 188092, 0.9721
20, 35, 35, 20, 1, heuristic, 13224, 34, 55685257, 191802, 0.9793
20, 35, 35, 25, 1, heuristic, 13479, 34, 57089858, 190324, 0.97
20, 35, 35, 30, 1, heuristic, 13719, 34, 58260835, 188770, 0.9803
20, 35, 35, 35, 1, heuristic, 13876, 34, 58994275, 189466, 0.9805
20, 35, 35, 40, 1, heuristic, 14074, 34, 59709586, 189884, 0.9815
20, 35, 35, 45, 1, heuristic, 14365, 35, 61249860, 193066, 0.981
20, 35, 35, 50, 1, heuristic, 14395, 34, 61330291, 190528, 0.9807
20, 35, 35, 55, 1, heuristic, 14772, 34, 62544760, 191404, 0.981
20, 35, 35, 60, 1, heuristic, 14973, 35, 63499958, 187256, 0.9718
20, 35, 35, 65, 1, heuristic, 15148, 35, 64193011, 194216, 0.9829
20, 35, 35, 70, 1, heuristic, 15131, 36, 64190533, 191248, 0.9821
20, 35, 35, 75, 1, heuristic, 15543, 36, 65659902, 193108, 0.9811
20, 35, 35, 80, 1, heuristic, 15828, 38, 66103284, 191470, 0.9827
20, 35, 35, 85, 1, heuristic, 15692, 34, 65888210, 189204, 0.9825
20, 35, 35, 90, 1, heuristic, 16172, 35, 67620740, 190496, 0.9829
20, 35, 35, 95, 1, heuristic, 16193, 34, 67742046, 191858, 0.9832
20, 35, 40, 5, 1, heuristic, 12571, 35, 51774238, 195638, 0.9602
20, 35, 40, 10, 1, heuristic, 12909, 35, 53255775, 195120, 0.975
20, 35, 40, 15, 1, heuristic, 13024, 35, 54391949, 200622, 0.9811
