m, m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall,connectiveness
20, 10, 40, 90, 1, simple, 3327, 28, 21603732, 189508, 0.9922, 0.694173 0.718539 0.776945 0.827401 0.843316 0.896154 0.901666 0.900000 0.800000 nan nan nan 
20, 10, 40, 110, 1, simple, 3758, 32, 23419050, 189560, 0.9923, 0.694444 0.727984 0.782242 0.827882 0.843316 0.896154 0.901666 0.900000 0.800000 nan nan nan 
20, 10, 45, 10, 1, simple, 907, 28, 5827838, 166324, 0.9691, 0.570550 0.443762 0.551766 0.691730 0.768984 0.858462 0.890000 0.900000 0.800000 nan nan nan 
20, 10, 45, 30, 1, simple, 2101, 32, 14506638, 197552, 0.992, 0.681108 0.620447 0.715645 0.800190 0.838503 0.896154 0.901666 0.900000 0.800000 nan nan nan 
20, 10, 45, 50, 1, simple, 2576, 34, 17479678, 198390, 0.9923, 0.686057 0.677636 0.755547 0.819228 0.842246 0.896154 0.901666 0.900000 0.800000 nan nan nan 
20, 10, 45, 70, 1, simple, 3068, 30, 19911588, 198632, 0.9926, 0.687455 0.705017 0.770519 0.824228 0.843316 0.896154 0.901666 0.900000 0.800000 nan nan nan 
20, 10, 45, 90, 1, simple, 3380, 32, 22007292, 198726, 0.9928, 0.687871 0.718539 0.776945 0.827401 0.843316 0.896154 0.901666 0.900000 0.800000 nan nan nan 
20, 10, 45, 110, 1, simple, 3812, 33, 23862656, 198772, 0.9929, 0.688078 0.727984 0.782242 0.827882 0.843316 0.896154 0.901666 0.900000 0.800000 nan nan nan 
20, 15, 5, 10, 1, simple, 665, 10, 4452914, 55382, 0.3137, 0.298085 0.561482 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 5, 30, 1, simple, 1227, 12, 8015735, 63096, 0.4384, 0.362972 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 5, 50, 1, simple, 1455, 11, 9285357, 63758, 0.4646, 0.415394 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 5, 70, 1, simple, 1665, 11, 10387860, 64984, 0.5006, 0.445147 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 5, 90, 1, simple, 1848, 12, 11401143, 65590, 0.5153, 0.476251 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 5, 110, 1, simple, 2073, 12, 12374556, 66132, 0.5295, 0.499765 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 10, 10, 1, simple, 774, 15, 5454034, 84202, 0.6611, 0.402390 0.561464 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 10, 30, 1, simple, 1481, 17, 10165439, 91576, 0.7535, 0.566138 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 10, 50, 1, simple, 2028, 18, 11911782, 93288, 0.7958, 0.638298 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 10, 70, 1, simple, 2064, 16, 13415617, 94454, 0.8134, 0.671654 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 10, 90, 1, simple, 2389, 16, 14771126, 95000, 0.8248, 0.693001 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 10, 110, 1, simple, 2582, 18, 15997201, 95358, 0.8313, 0.703320 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 15, 10, 1, simple, 830, 20, 5949670, 111932, 0.8573, 0.509328 0.561464 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 15, 30, 1, simple, 1717, 19, 12068707, 113996, 0.8732, 0.649328 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 15, 50, 1, simple, 2069, 20, 14111831, 116336, 0.8991, 0.696416 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 15, 70, 1, simple, 2347, 19, 15853162, 117466, 0.9126, 0.717489 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 15, 90, 1, simple, 2697, 20, 17389579, 117982, 0.9184, 0.729072 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 15, 110, 1, simple, 3035, 21, 18784138, 118366, 0.9207, 0.735259 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 20, 10, 1, simple, 877, 22, 6204828, 130950, 0.9206, 0.545277 0.561464 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 20, 30, 1, simple, 1990, 22, 13834867, 133596, 0.9279, 0.678199 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 20, 50, 1, simple, 2350, 24, 16113504, 135500, 0.9434, 0.710576 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 20, 70, 1, simple, 2681, 25, 18021169, 136332, 0.9486, 0.724628 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 20, 90, 1, simple, 2966, 23, 19696664, 137102, 0.9522, 0.731208 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 20, 110, 1, simple, 3334, 24, 21204169, 137386, 0.9542, 0.735284 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 25, 10, 1, simple, 920, 23, 6348164, 144960, 0.9482, 0.560039 0.561464 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 25, 30, 1, simple, 2076, 28, 14585137, 153340, 0.9667, 0.699028 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 25, 50, 1, simple, 2485, 30, 17074782, 154742, 0.9729, 0.717507 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 25, 70, 1, simple, 2842, 24, 19145337, 155352, 0.9752, 0.723923 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 25, 90, 1, simple, 3106, 23, 20953190, 155686, 0.976, 0.726549 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 25, 110, 1, simple, 3471, 29, 22572893, 155874, 0.9764, 0.727883 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 30, 10, 1, simple, 898, 26, 6422927, 154504, 0.9603, 0.568044 0.561464 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 30, 30, 1, simple, 2171, 30, 15110126, 170392, 0.9827, 0.697525 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 30, 50, 1, simple, 2500, 28, 17784185, 171462, 0.9845, 0.709154 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 30, 70, 1, simple, 2931, 27, 19994154, 171868, 0.9857, 0.712537 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 30, 90, 1, simple, 3365, 28, 21913709, 172060, 0.9866, 0.713885 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 30, 110, 1, simple, 3655, 26, 23626495, 172154, 0.9868, 0.714530 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 35, 10, 1, simple, 920, 29, 6455840, 161728, 0.964, 0.571225 0.561464 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 35, 30, 1, simple, 2188, 31, 15481049, 184104, 0.9892, 0.691855 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 35, 50, 1, simple, 2630, 31, 18306442, 185078, 0.9896, 0.699695 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 35, 70, 1, simple, 3181, 33, 20623099, 185336, 0.99, 0.702127 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 35, 90, 1, simple, 3415, 32, 22630614, 185434, 0.9905, 0.702838 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 35, 110, 1, simple, 3763, 28, 24412597, 185498, 0.9907, 0.703203 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 40, 10, 1, simple, 941, 29, 6466115, 167414, 0.9673, 0.573594 0.561482 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 40, 30, 1, simple, 2352, 32, 15743845, 195128, 0.9908, 0.685929 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 40, 50, 1, simple, 2680, 32, 18686787, 195984, 0.9915, 0.692036 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 40, 70, 1, simple, 3207, 34, 21093008, 196224, 0.9917, 0.693807 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 40, 90, 1, simple, 3978, 34, 23165470, 196312, 0.9922, 0.694366 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 40, 110, 1, simple, 3822, 34, 24999618, 196338, 0.9923, 0.694626 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 45, 10, 1, simple, 952, 29, 6457412, 172068, 0.9687, 0.574578 0.561464 0.632894 0.720836 0.780989 0.862076 0.882355 0.900000 0.800000 nan nan nan 
20, 15, 45, 30, 1, simple, 2187, 33, 15917231, 204422, 0.992, 0.681305 0.702478 0.769513 0.827755 0.871391 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 45, 50, 1, simple, 2701, 32, 18966550, 205240, 0.9923, 0.686252 0.735730 0.788052 0.834742 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 45, 70, 1, simple, 3142, 33, 21445035, 205444, 0.9926, 0.687609 0.748569 0.792972 0.838300 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 45, 90, 1, simple, 3590, 33, 23568706, 205528, 0.9928, 0.688018 0.753975 0.795997 0.839902 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 15, 45, 110, 1, simple, 3854, 32, 25442665, 205540, 0.9929, 0.688247 0.757396 0.797127 0.840671 0.873084 0.925385 0.927222 0.900000 0.800000 nan nan nan 
20, 20, 5, 50, 1, simple, 1599, 11, 10627169, 70762, 0.4831, 0.428228 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 5, 70, 1, simple, 1770, 11, 11757582, 72404, 0.5134, 0.459954 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 5, 90, 1, simple, 1953, 11, 12772646, 72880, 0.5242, 0.482817 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 5, 110, 1, simple, 2120, 11, 13778697, 73836, 0.5483, 0.512951 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 10, 10, 1, simple, 781, 14, 5832766, 88540, 0.6527, 0.417470 0.590556 0.647845 0.720730 0.772916 0.850639 0.859106 0.900000 0.800000 nan nan nan 
20, 20, 10, 30, 1, simple, 1614, 20, 11472774, 97976, 0.7627, 0.572568 0.718255 0.774187 0.831924 0.876737 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 10, 50, 1, simple, 1860, 16, 13256816, 100372, 0.8015, 0.642922 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 10, 70, 1, simple, 2145, 16, 14786024, 101128, 0.817, 0.675739 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 10, 90, 1, simple, 2467, 16, 16151270, 101662, 0.8264, 0.695270 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 10, 110, 1, simple, 2756, 21, 17383600, 102010, 0.8329, 0.705169 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 15, 10, 1, simple, 915, 21, 6318726, 117038, 0.8615, 0.518381 0.590556 0.647845 0.720730 0.772916 0.850639 0.859106 0.900000 0.800000 nan nan nan 
20, 20, 15, 30, 1, simple, 1825, 19, 13370136, 120720, 0.8767, 0.653831 0.718255 0.774187 0.831924 0.876737 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 15, 50, 1, simple, 2228, 20, 15458428, 123072, 0.9012, 0.699624 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 15, 70, 1, simple, 2531, 19, 17221344, 124136, 0.913, 0.718855 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 15, 90, 1, simple, 2889, 23, 18770659, 124662, 0.9188, 0.729992 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 15, 110, 1, simple, 3191, 20, 20170557, 125092, 0.9213, 0.736196 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 20, 10, 1, simple, 951, 25, 6574848, 136670, 0.9242, 0.548179 0.590556 0.647845 0.720730 0.772916 0.850639 0.859106 0.900000 0.800000 nan nan nan 
20, 20, 20, 30, 1, simple, 2185, 27, 15135820, 140312, 0.9282, 0.680279 0.718255 0.774187 0.831924 0.876737 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 20, 50, 1, simple, 2450, 23, 17457656, 142216, 0.9446, 0.712135 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 20, 70, 1, simple, 2836, 23, 19387956, 143068, 0.9489, 0.725393 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 20, 90, 1, simple, 3152, 25, 21077392, 143802, 0.9523, 0.731924 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 20, 110, 1, simple, 3417, 23, 22589060, 144102, 0.9542, 0.735704 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 25, 10, 1, simple, 929, 25, 6717708, 150056, 0.9477, 0.563225 0.590556 0.647845 0.720730 0.772916 0.850639 0.859106 0.900000 0.800000 nan nan nan 
20, 20, 25, 30, 1, simple, 2208, 28, 15884658, 160188, 0.9672, 0.699325 0.718255 0.774187 0.831924 0.876737 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 25, 50, 1, simple, 2638, 26, 18418412, 161618, 0.9733, 0.717625 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 25, 70, 1, simple, 2963, 25, 20511966, 162182, 0.9753, 0.723949 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 25, 90, 1, simple, 3297, 26, 22332456, 162514, 0.9761, 0.726587 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 25, 110, 1, simple, 3580, 26, 23957462, 162722, 0.9765, 0.727941 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 30, 10, 1, simple, 935, 26, 6789015, 159620, 0.9589, 0.569079 0.590556 0.647845 0.720730 0.772916 0.850639 0.859106 0.900000 0.800000 nan nan nan 
20, 20, 30, 30, 1, simple, 2236, 28, 16410202, 177174, 0.9828, 0.697731 0.718255 0.774187 0.831924 0.876737 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 30, 50, 1, simple, 2738, 29, 19127162, 178232, 0.9845, 0.709194 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 30, 70, 1, simple, 3099, 29, 21360646, 178638, 0.9857, 0.712536 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 30, 90, 1, simple, 3473, 29, 23293393, 178830, 0.9866, 0.713897 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 30, 110, 1, simple, 3772, 29, 25011185, 178946, 0.9868, 0.714545 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 35, 10, 1, simple, 926, 27, 6819142, 166396, 0.9624, 0.572915 0.590556 0.647845 0.720730 0.772916 0.850639 0.859106 0.900000 0.800000 nan nan nan 
20, 20, 35, 30, 1, simple, 2317, 31, 16782286, 190902, 0.9891, 0.691987 0.718255 0.774187 0.831924 0.876737 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 35, 50, 1, simple, 2770, 31, 19649482, 191880, 0.9895, 0.699742 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 35, 70, 1, simple, 3204, 30, 21989680, 192134, 0.9899, 0.702147 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 35, 90, 1, simple, 3656, 32, 24010286, 192224, 0.9904, 0.702857 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 35, 110, 1, simple, 4020, 32, 25797136, 192306, 0.9906, 0.703220 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 40, 10, 1, simple, 1003, 32, 6827727, 172332, 0.9664, 0.574838 0.590556 0.647845 0.720730 0.772916 0.850639 0.859106 0.900000 0.800000 nan nan nan 
20, 20, 40, 30, 1, simple, 2369, 32, 17045487, 201890, 0.9907, 0.685998 0.718255 0.774187 0.831924 0.876737 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 40, 50, 1, simple, 2885, 33, 20029946, 202780, 0.9914, 0.692077 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 40, 70, 1, simple, 3354, 33, 22459386, 203010, 0.9916, 0.693816 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 40, 90, 1, simple, 3746, 34, 24544940, 203098, 0.9921, 0.694373 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 40, 110, 1, simple, 4179, 30, 26384051, 203132, 0.9922, 0.694638 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 45, 10, 1, simple, 973, 39, 6822144, 176906, 0.9677, 0.575556 0.590556 0.647845 0.720730 0.772916 0.850639 0.859106 0.900000 0.800000 nan nan nan 
20, 20, 45, 30, 1, simple, 2411, 35, 17218948, 211188, 0.9919, 0.681379 0.718255 0.774187 0.831924 0.876737 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 45, 50, 1, simple, 2936, 37, 20309720, 212028, 0.9922, 0.686282 0.738619 0.783898 0.835866 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 45, 70, 1, simple, 3360, 34, 22811480, 212226, 0.9925, 0.687628 0.746104 0.786440 0.837020 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 45, 90, 1, simple, 3787, 34, 24948558, 212314, 0.9927, 0.688039 0.749430 0.788206 0.838174 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 20, 45, 110, 1, simple, 4179, 34, 26827336, 212342, 0.9928, 0.688270 0.750812 0.788806 0.838366 0.877272 0.930770 0.936667 0.900000 0.800000 nan nan nan 
20, 25, 5, 10, 1, simple, 727, 11, 5064679, 65250, 0.3413, 0.327025 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 5, 30, 1, simple, 1420, 13, 9983597, 75632, 0.4286, 0.396173 0.725442 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 5, 50, 1, simple, 1656, 12, 11330639, 77342, 0.4805, 0.441765 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 5, 70, 1, simple, 1894, 13, 12495080, 79334, 0.5149, 0.475146 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 5, 90, 1, simple, 2097, 15, 13539510, 79772, 0.53, 0.498840 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 5, 110, 1, simple, 2295, 14, 14528181, 79770, 0.5324, 0.520074 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 10, 10, 1, simple, 835, 15, 6061100, 91996, 0.6674, 0.424620 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 10, 30, 1, simple, 1690, 17, 12131054, 105012, 0.7675, 0.583771 0.725442 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 10, 50, 1, simple, 2039, 17, 13956464, 107042, 0.8041, 0.649097 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 10, 70, 1, simple, 2313, 18, 15510172, 107746, 0.8197, 0.680899 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 10, 90, 1, simple, 2583, 18, 16890318, 108292, 0.8281, 0.699445 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 10, 110, 1, simple, 2865, 17, 18135514, 108730, 0.835, 0.709214 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 15, 10, 1, simple, 907, 20, 6541396, 120260, 0.8636, 0.521285 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 15, 30, 1, simple, 1905, 21, 14026144, 127382, 0.8787, 0.658582 0.725442 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 15, 50, 1, simple, 2285, 21, 16155191, 129760, 0.9027, 0.702509 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 15, 70, 1, simple, 2637, 23, 17944658, 130778, 0.9135, 0.721790 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 15, 90, 1, simple, 2908, 21, 19508895, 131298, 0.9191, 0.731417 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 15, 110, 1, simple, 3162, 22, 20918155, 131692, 0.9213, 0.737311 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 20, 10, 1, simple, 925, 23, 6797991, 139344, 0.9215, 0.549870 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 20, 30, 1, simple, 2159, 25, 15789168, 146876, 0.9288, 0.683449 0.725442 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 20, 50, 1, simple, 2607, 26, 18154170, 148808, 0.9449, 0.714011 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 20, 70, 1, simple, 2911, 24, 20109016, 149642, 0.9488, 0.726493 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 20, 90, 1, simple, 3179, 23, 21815050, 150378, 0.9523, 0.732714 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 20, 110, 1, simple, 3452, 24, 23336266, 150594, 0.954, 0.736179 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 25, 10, 1, simple, 936, 25, 6937104, 153036, 0.9492, 0.563088 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 25, 30, 1, simple, 2301, 28, 16538246, 166650, 0.9672, 0.700266 0.725432 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 25, 50, 1, simple, 2682, 27, 19112238, 168168, 0.9733, 0.717818 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 25, 70, 1, simple, 2945, 27, 21231008, 168718, 0.9753, 0.723957 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 25, 90, 1, simple, 3272, 25, 23068678, 169042, 0.9761, 0.726549 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 25, 110, 1, simple, 3575, 25, 24702962, 169242, 0.9765, 0.727857 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 30, 10, 1, simple, 939, 24, 7009984, 162558, 0.9583, 0.569956 0.597652 0.648749 0.716366 0.765801 0.837917 0.850146 0.900000 0.800000 nan nan nan 
20, 25, 30, 30, 1, simple, 2299, 28, 17062821, 183710, 0.983, 0.698004 0.725430 0.770362 0.821318 0.871224 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 30, 50, 1, simple, 2665, 27, 19821383, 184782, 0.9845, 0.709188 0.735874 0.775168 0.822420 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 30, 70, 1, simple, 3111, 27, 22079452, 185174, 0.9857, 0.712488 0.739442 0.776196 0.822883 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 30, 90, 1, simple, 3441, 27, 24029068, 185362, 0.9866, 0.713809 0.740470 0.776430 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
20, 25, 30, 110, 1, simple, 3733, 28, 25756693, 185470, 0.9868, 0.714434 0.740932 0.776850 0.822925 0.871275 0.924432 0.922337 0.900000 0.800000 nan nan nan 
